run_id,test_instance_id,decomposition_type
323,181,ow-oip-t-pf
324,181,owip-t-pf
325,182,ow-oip-tpf
326,182,owip-tpf
327,182,ow-oip-t-pf
328,182,owip-t-pf
329,183,ow-oip-tpf
330,183,owip-tpf
331,183,ow-oip-t-pf
332,183,owip-t-pf
333,184,ow-oip-tpf
334,184,owip-tpf
335,184,ow-oip-t-pf
336,184,owip-t-pf
337,185,ow-oip-tpf
338,185,owip-tpf
339,185,ow-oip-t-pf
340,185,owip-t-pf
341,186,ow-oip-tpf
342,186,owip-tpf
343,186,ow-oip-t-pf
344,186,owip-t-pf
345,187,ow-oip-tpf
346,187,owip-tpf
347,187,ow-oip-t-pf
348,187,owip-t-pf
349,188,ow-oip-tpf
350,188,owip-tpf
351,188,ow-oip-t-pf
352,188,owip-t-pf
353,189,ow-oip-tpf
354,189,owip-tpf
355,189,ow-oip-t-pf
356,189,owip-t-pf
357,190,ow-oip-tpf
358,190,owip-tpf
359,190,ow-oip-t-pf
360,190,owip-t-pf
361,191,ow-oip-tpf
362,191,owip-tpf
363,191,ow-oip-t-pf
364,191,owip-t-pf
365,192,ow-oip-tpf
366,192,owip-tpf
367,192,ow-oip-t-pf
368,192,owip-t-pf
369,193,ow-oip-tpf
370,193,owip-tpf
371,193,ow-oip-t-pf
372,193,owip-t-pf
373,194,ow-oip-tpf
374,194,owip-tpf
375,194,ow-oip-t-pf
376,194,owip-t-pf
377,195,ow-oip-tpf
378,195,owip-tpf
379,195,ow-oip-t-pf
380,195,owip-t-pf
381,196,ow-oip-tpf
382,196,owip-tpf
383,196,ow-oip-t-pf
384,196,owip-t-pf
385,197,ow-oip-tpf
386,197,owip-tpf
387,197,ow-oip-t-pf
388,197,owip-t-pf
389,198,ow-oip-tpf
390,198,owip-tpf
391,198,ow-oip-t-pf
392,198,owip-t-pf
393,199,ow-oip-tpf
394,199,owip-tpf
395,199,ow-oip-t-pf
396,199,owip-t-pf
397,200,ow-oip-tpf
398,200,owip-tpf
399,200,ow-oip-t-pf
400,200,owip-t-pf
401,1,ow-oip-tpf
402,1,owip-tpf
403,1,ow-oip-t-pf
404,1,owip-t-pf
405,2,ow-oip-tpf
406,2,owip-tpf
407,2,ow-oip-t-pf
408,2,owip-t-pf
409,3,ow-oip-tpf
410,3,owip-tpf
411,3,ow-oip-t-pf
412,3,owip-t-pf
413,4,ow-oip-tpf
414,4,owip-tpf
415,4,ow-oip-t-pf
416,4,owip-t-pf
417,5,ow-oip-tpf
418,5,owip-tpf
419,5,ow-oip-t-pf
420,5,owip-t-pf
421,6,ow-oip-tpf
422,6,owip-tpf
423,6,ow-oip-t-pf
424,6,owip-t-pf
425,7,ow-oip-tpf
426,7,owip-tpf
427,7,ow-oip-t-pf
428,7,owip-t-pf
429,8,ow-oip-tpf
430,8,owip-tpf
431,8,ow-oip-t-pf
432,8,owip-t-pf
433,9,ow-oip-tpf
434,9,owip-tpf
435,9,ow-oip-t-pf
436,9,owip-t-pf
437,10,ow-oip-tpf
438,10,owip-tpf
439,10,ow-oip-t-pf
440,10,owip-t-pf
441,11,ow-oip-tpf
442,11,owip-tpf
443,11,ow-oip-t-pf
444,11,owip-t-pf
445,12,ow-oip-tpf
446,12,owip-tpf
447,12,ow-oip-t-pf
448,12,owip-t-pf
449,13,ow-oip-tpf
450,13,owip-tpf
451,13,ow-oip-t-pf
452,13,owip-t-pf
453,14,ow-oip-tpf
454,14,owip-tpf
455,14,ow-oip-t-pf
456,14,owip-t-pf
457,15,ow-oip-tpf
458,15,owip-tpf
459,15,ow-oip-t-pf
460,15,owip-t-pf
461,16,ow-oip-tpf
462,16,owip-tpf
463,16,ow-oip-t-pf
464,16,owip-t-pf
465,17,ow-oip-tpf
466,17,owip-tpf
467,17,ow-oip-t-pf
468,17,owip-t-pf
469,18,ow-oip-tpf
470,18,owip-tpf
471,18,ow-oip-t-pf
472,18,owip-t-pf
473,19,ow-oip-tpf
474,19,owip-tpf
475,19,ow-oip-t-pf
476,19,owip-t-pf
477,20,ow-oip-tpf
478,20,owip-tpf
479,20,ow-oip-t-pf
480,20,owip-t-pf
481,21,ow-oip-tpf
482,21,owip-tpf
483,21,ow-oip-t-pf
484,21,owip-t-pf
485,22,ow-oip-tpf
486,22,owip-tpf
487,22,ow-oip-t-pf
488,22,owip-t-pf
489,23,ow-oip-tpf
490,23,owip-tpf
491,23,ow-oip-t-pf
492,23,owip-t-pf
493,24,ow-oip-tpf
494,24,owip-tpf
495,24,ow-oip-t-pf
496,24,owip-t-pf
497,25,ow-oip-tpf
498,25,owip-tpf
499,25,ow-oip-t-pf
500,25,owip-t-pf
501,26,ow-oip-tpf
502,26,owip-tpf
503,26,ow-oip-t-pf
504,26,owip-t-pf
505,27,ow-oip-tpf
506,27,owip-tpf
507,27,ow-oip-t-pf
508,27,owip-t-pf
509,28,ow-oip-tpf
510,28,owip-tpf
511,28,ow-oip-t-pf
512,28,owip-t-pf
513,29,ow-oip-tpf
514,29,owip-tpf
515,29,ow-oip-t-pf
516,29,owip-t-pf
517,30,ow-oip-tpf
518,30,owip-tpf
519,30,ow-oip-t-pf
520,30,owip-t-pf
521,31,ow-oip-tpf
522,31,owip-tpf
523,31,ow-oip-t-pf
524,31,owip-t-pf
525,32,ow-oip-tpf
526,32,owip-tpf
527,32,ow-oip-t-pf
528,32,owip-t-pf
529,33,ow-oip-tpf
530,33,owip-tpf
531,33,ow-oip-t-pf
532,33,owip-t-pf
533,34,ow-oip-tpf
534,34,owip-tpf
535,34,ow-oip-t-pf
536,34,owip-t-pf
537,35,ow-oip-tpf
538,35,owip-tpf
539,35,ow-oip-t-pf
540,35,owip-t-pf
541,36,ow-oip-tpf
542,36,owip-tpf
543,36,ow-oip-t-pf
544,36,owip-t-pf
545,37,ow-oip-tpf
546,37,owip-tpf
547,37,ow-oip-t-pf
548,37,owip-t-pf
549,38,ow-oip-tpf
550,38,owip-tpf
551,38,ow-oip-t-pf
552,38,owip-t-pf
553,39,ow-oip-tpf
554,39,owip-tpf
555,39,ow-oip-t-pf
556,39,owip-t-pf
557,40,ow-oip-tpf
558,40,owip-tpf
559,40,ow-oip-t-pf
560,40,owip-t-pf
561,41,ow-oip-tpf
562,41,owip-tpf
563,41,ow-oip-t-pf
564,41,owip-t-pf
565,42,ow-oip-tpf
566,42,owip-tpf
567,42,ow-oip-t-pf
568,42,owip-t-pf
569,43,ow-oip-tpf
570,43,owip-tpf
571,43,ow-oip-t-pf
572,43,owip-t-pf
573,44,ow-oip-tpf
574,44,owip-tpf
575,44,ow-oip-t-pf
576,44,owip-t-pf
577,45,ow-oip-tpf
578,45,owip-tpf
579,45,ow-oip-t-pf
580,45,owip-t-pf
581,46,ow-oip-tpf
582,46,owip-tpf
583,46,ow-oip-t-pf
584,46,owip-t-pf
585,47,ow-oip-tpf
586,47,owip-tpf
587,47,ow-oip-t-pf
588,47,owip-t-pf
589,48,ow-oip-tpf
590,48,owip-tpf
591,48,ow-oip-t-pf
592,48,owip-t-pf
593,49,ow-oip-tpf
594,49,owip-tpf
595,49,ow-oip-t-pf
596,49,owip-t-pf
597,50,ow-oip-tpf
598,50,owip-tpf
599,50,ow-oip-t-pf
600,50,owip-t-pf
601,51,ow-oip-tpf
602,51,owip-tpf
603,51,ow-oip-t-pf
604,51,owip-t-pf
605,52,ow-oip-tpf
606,52,owip-tpf
607,52,ow-oip-t-pf
608,52,owip-t-pf
609,53,ow-oip-tpf
610,53,owip-tpf
611,53,ow-oip-t-pf
612,53,owip-t-pf
613,54,ow-oip-tpf
614,54,owip-tpf
615,54,ow-oip-t-pf
616,54,owip-t-pf
617,55,ow-oip-tpf
618,55,owip-tpf
619,55,ow-oip-t-pf
620,55,owip-t-pf
621,56,ow-oip-tpf
622,56,owip-tpf
623,56,ow-oip-t-pf
624,56,owip-t-pf
625,57,ow-oip-tpf
626,57,owip-tpf
627,57,ow-oip-t-pf
628,57,owip-t-pf
629,58,ow-oip-tpf
630,58,owip-tpf
631,58,ow-oip-t-pf
632,58,owip-t-pf
633,59,ow-oip-tpf
634,59,owip-tpf
635,59,ow-oip-t-pf
636,59,owip-t-pf
637,60,ow-oip-tpf
638,60,owip-tpf
639,60,ow-oip-t-pf
640,60,owip-t-pf
641,61,ow-oip-tpf
642,61,owip-tpf
643,61,ow-oip-t-pf
644,61,owip-t-pf
645,62,ow-oip-tpf
646,62,owip-tpf
647,62,ow-oip-t-pf
648,62,owip-t-pf
649,63,ow-oip-tpf
650,63,owip-tpf
651,63,ow-oip-t-pf
652,63,owip-t-pf
653,64,ow-oip-tpf
654,64,owip-tpf
655,64,ow-oip-t-pf
656,64,owip-t-pf
657,65,ow-oip-tpf
658,65,owip-tpf
659,65,ow-oip-t-pf
660,65,owip-t-pf
661,66,ow-oip-tpf
662,66,owip-tpf
663,66,ow-oip-t-pf
664,66,owip-t-pf
665,67,ow-oip-tpf
666,67,owip-tpf
667,67,ow-oip-t-pf
668,67,owip-t-pf
669,68,ow-oip-tpf
670,68,owip-tpf
671,68,ow-oip-t-pf
672,68,owip-t-pf
673,69,ow-oip-tpf
674,69,owip-tpf
675,69,ow-oip-t-pf
676,69,owip-t-pf
677,70,ow-oip-tpf
678,70,owip-tpf
679,70,ow-oip-t-pf
680,70,owip-t-pf
681,71,ow-oip-tpf
682,71,owip-tpf
683,71,ow-oip-t-pf
684,71,owip-t-pf
685,72,ow-oip-tpf
686,72,owip-tpf
687,72,ow-oip-t-pf
688,72,owip-t-pf
689,73,ow-oip-tpf
690,73,owip-tpf
691,73,ow-oip-t-pf
692,73,owip-t-pf
693,74,ow-oip-tpf
694,74,owip-tpf
695,74,ow-oip-t-pf
696,74,owip-t-pf
697,75,ow-oip-tpf
698,75,owip-tpf
699,75,ow-oip-t-pf
700,75,owip-t-pf
701,76,ow-oip-tpf
702,76,owip-tpf
703,76,ow-oip-t-pf
704,76,owip-t-pf
705,77,ow-oip-tpf
706,77,owip-tpf
707,77,ow-oip-t-pf
708,77,owip-t-pf
709,78,ow-oip-tpf
710,78,owip-tpf
711,78,ow-oip-t-pf
712,78,owip-t-pf
713,79,ow-oip-tpf
714,79,owip-tpf
715,79,ow-oip-t-pf
716,79,owip-t-pf
717,80,ow-oip-tpf
718,80,owip-tpf
719,80,ow-oip-t-pf
720,80,owip-t-pf
721,81,ow-oip-tpf
722,81,owip-tpf
723,81,ow-oip-t-pf
724,81,owip-t-pf
725,82,ow-oip-tpf
726,82,owip-tpf
727,82,ow-oip-t-pf
728,82,owip-t-pf
729,83,ow-oip-tpf
730,83,owip-tpf
731,83,ow-oip-t-pf
732,83,owip-t-pf
733,84,ow-oip-tpf
734,84,owip-tpf
735,84,ow-oip-t-pf
736,84,owip-t-pf
737,85,ow-oip-tpf
738,85,owip-tpf
739,85,ow-oip-t-pf
740,85,owip-t-pf
741,86,ow-oip-tpf
742,86,owip-tpf
743,86,ow-oip-t-pf
744,86,owip-t-pf
745,87,ow-oip-tpf
746,87,owip-tpf
747,87,ow-oip-t-pf
748,87,owip-t-pf
749,88,ow-oip-tpf
750,88,owip-tpf
751,88,ow-oip-t-pf
752,88,owip-t-pf
753,89,ow-oip-tpf
754,89,owip-tpf
755,89,ow-oip-t-pf
756,89,owip-t-pf
757,90,ow-oip-tpf
758,90,owip-tpf
759,90,ow-oip-t-pf
760,90,owip-t-pf
761,91,ow-oip-tpf
762,91,owip-tpf
763,91,ow-oip-t-pf
764,91,owip-t-pf
765,92,ow-oip-tpf
766,92,owip-tpf
767,92,ow-oip-t-pf
768,92,owip-t-pf
769,93,ow-oip-tpf
770,93,owip-tpf
771,93,ow-oip-t-pf
772,93,owip-t-pf
773,94,ow-oip-tpf
774,94,owip-tpf
775,94,ow-oip-t-pf
776,94,owip-t-pf
777,95,ow-oip-tpf
778,95,owip-tpf
779,95,ow-oip-t-pf
780,95,owip-t-pf
781,96,ow-oip-tpf
782,96,owip-tpf
783,96,ow-oip-t-pf
784,96,owip-t-pf
785,97,ow-oip-tpf
786,97,owip-tpf
787,97,ow-oip-t-pf
788,97,owip-t-pf
789,98,ow-oip-tpf
790,98,owip-tpf
791,98,ow-oip-t-pf
792,98,owip-t-pf
793,99,ow-oip-tpf
794,99,owip-tpf
795,99,ow-oip-t-pf
796,99,owip-t-pf
797,100,ow-oip-tpf
798,100,owip-tpf
799,100,ow-oip-t-pf
800,100,owip-t-pf
801,201,ow-oip-tpf
802,201,owip-tpf
803,201,ow-oip-t-pf
804,201,owip-t-pf
805,202,ow-oip-tpf
806,202,owip-tpf
807,202,ow-oip-t-pf
808,202,owip-t-pf
809,203,ow-oip-tpf
810,203,owip-tpf
811,203,ow-oip-t-pf
812,203,owip-t-pf
813,204,ow-oip-tpf
814,204,owip-tpf
815,204,ow-oip-t-pf
816,204,owip-t-pf
817,205,ow-oip-tpf
818,205,owip-tpf
819,205,ow-oip-t-pf
820,205,owip-t-pf
821,206,ow-oip-tpf
822,206,owip-tpf
823,206,ow-oip-t-pf
824,206,owip-t-pf
825,207,ow-oip-tpf
826,207,owip-tpf
827,207,ow-oip-t-pf
828,207,owip-t-pf
829,208,ow-oip-tpf
830,208,owip-tpf
831,208,ow-oip-t-pf
832,208,owip-t-pf
833,209,ow-oip-tpf
834,209,owip-tpf
835,209,ow-oip-t-pf
836,209,owip-t-pf
837,210,ow-oip-tpf
838,210,owip-tpf
839,210,ow-oip-t-pf
840,210,owip-t-pf
841,211,ow-oip-tpf
842,211,owip-tpf
843,211,ow-oip-t-pf
844,211,owip-t-pf
845,212,ow-oip-tpf
846,212,owip-tpf
847,212,ow-oip-t-pf
848,212,owip-t-pf
849,213,ow-oip-tpf
850,213,owip-tpf
851,213,ow-oip-t-pf
852,213,owip-t-pf
853,214,ow-oip-tpf
854,214,owip-tpf
855,214,ow-oip-t-pf
856,214,owip-t-pf
857,215,ow-oip-tpf
858,215,owip-tpf
859,215,ow-oip-t-pf
860,215,owip-t-pf
861,216,ow-oip-tpf
862,216,owip-tpf
863,216,ow-oip-t-pf
864,216,owip-t-pf
865,217,ow-oip-tpf
866,217,owip-tpf
867,217,ow-oip-t-pf
868,217,owip-t-pf
869,218,ow-oip-tpf
870,218,owip-tpf
871,218,ow-oip-t-pf
872,218,owip-t-pf
873,219,ow-oip-tpf
874,219,owip-tpf
875,219,ow-oip-t-pf
876,219,owip-t-pf
877,220,ow-oip-tpf
878,220,owip-tpf
879,220,ow-oip-t-pf
880,220,owip-t-pf
881,221,ow-oip-tpf
882,221,owip-tpf
883,221,ow-oip-t-pf
884,221,owip-t-pf
885,222,ow-oip-tpf
886,222,owip-tpf
887,222,ow-oip-t-pf
888,222,owip-t-pf
889,223,ow-oip-tpf
890,223,owip-tpf
891,223,ow-oip-t-pf
892,223,owip-t-pf
893,224,ow-oip-tpf
894,224,owip-tpf
895,224,ow-oip-t-pf
896,224,owip-t-pf
897,225,ow-oip-tpf
898,225,owip-tpf
899,225,ow-oip-t-pf
900,225,owip-t-pf
901,226,ow-oip-tpf
902,226,owip-tpf
903,226,ow-oip-t-pf
904,226,owip-t-pf
905,227,ow-oip-tpf
906,227,owip-tpf
907,227,ow-oip-t-pf
908,227,owip-t-pf
909,228,ow-oip-tpf
910,228,owip-tpf
911,228,ow-oip-t-pf
912,228,owip-t-pf
913,229,ow-oip-tpf
914,229,owip-tpf
915,229,ow-oip-t-pf
916,229,owip-t-pf
917,230,ow-oip-tpf
918,230,owip-tpf
919,230,ow-oip-t-pf
920,230,owip-t-pf
921,231,ow-oip-tpf
922,231,owip-tpf
923,231,ow-oip-t-pf
924,231,owip-t-pf
925,232,ow-oip-tpf
926,232,owip-tpf
927,232,ow-oip-t-pf
928,232,owip-t-pf
929,233,ow-oip-tpf
930,233,owip-tpf
931,233,ow-oip-t-pf
932,233,owip-t-pf
933,234,ow-oip-tpf
934,234,owip-tpf
935,234,ow-oip-t-pf
936,234,owip-t-pf
937,235,ow-oip-tpf
938,235,owip-tpf
939,235,ow-oip-t-pf
940,235,owip-t-pf
941,236,ow-oip-tpf
942,236,owip-tpf
943,236,ow-oip-t-pf
944,236,owip-t-pf
945,237,ow-oip-tpf
946,237,owip-tpf
947,237,ow-oip-t-pf
948,237,owip-t-pf
949,238,ow-oip-tpf
950,238,owip-tpf
951,238,ow-oip-t-pf
952,238,owip-t-pf
953,239,ow-oip-tpf
954,239,owip-tpf
955,239,ow-oip-t-pf
956,239,owip-t-pf
957,240,ow-oip-tpf
958,240,owip-tpf
959,240,ow-oip-t-pf
960,240,owip-t-pf
961,241,ow-oip-tpf
962,241,owip-tpf
963,241,ow-oip-t-pf
964,241,owip-t-pf
965,242,ow-oip-tpf
966,242,owip-tpf
967,242,ow-oip-t-pf
968,242,owip-t-pf
969,243,ow-oip-tpf
970,243,owip-tpf
971,243,ow-oip-t-pf
972,243,owip-t-pf
973,244,ow-oip-tpf
974,244,owip-tpf
975,244,ow-oip-t-pf
976,244,owip-t-pf
977,245,ow-oip-tpf
978,245,owip-tpf
979,245,ow-oip-t-pf
980,245,owip-t-pf
981,246,ow-oip-tpf
982,246,owip-tpf
983,246,ow-oip-t-pf
984,246,owip-t-pf
985,247,ow-oip-tpf
986,247,owip-tpf
987,247,ow-oip-t-pf
988,247,owip-t-pf
989,248,ow-oip-tpf
990,248,owip-tpf
991,248,ow-oip-t-pf
992,248,owip-t-pf
993,249,ow-oip-tpf
994,249,owip-tpf
995,249,ow-oip-t-pf
996,249,owip-t-pf
997,250,ow-oip-tpf
998,250,owip-tpf
999,250,ow-oip-t-pf
1000,250,owip-t-pf
1001,251,ow-oip-tpf
1002,251,owip-tpf
1003,251,ow-oip-t-pf
1004,251,owip-t-pf
1005,252,ow-oip-tpf
1006,252,owip-tpf
1007,252,ow-oip-t-pf
1008,252,owip-t-pf
1009,253,ow-oip-tpf
1010,253,owip-tpf
1011,253,ow-oip-t-pf
1012,253,owip-t-pf
1013,254,ow-oip-tpf
1014,254,owip-tpf
1015,254,ow-oip-t-pf
1016,254,owip-t-pf
1017,255,ow-oip-tpf
1018,255,owip-tpf
1019,255,ow-oip-t-pf
1020,255,owip-t-pf
1021,256,ow-oip-tpf
1022,256,owip-tpf
1023,256,ow-oip-t-pf
1024,256,owip-t-pf
1025,257,ow-oip-tpf
1026,257,owip-tpf
1027,257,ow-oip-t-pf
1028,257,owip-t-pf
1029,258,ow-oip-tpf
1030,258,owip-tpf
1031,258,ow-oip-t-pf
1032,258,owip-t-pf
1033,259,ow-oip-tpf
1034,259,owip-tpf
1035,259,ow-oip-t-pf
1036,259,owip-t-pf
1037,260,ow-oip-tpf
1038,260,owip-tpf
1039,260,ow-oip-t-pf
1040,260,owip-t-pf
1041,261,ow-oip-tpf
1042,261,owip-tpf
1043,261,ow-oip-t-pf
1044,261,owip-t-pf
1045,262,ow-oip-tpf
1046,262,owip-tpf
1047,262,ow-oip-t-pf
1048,262,owip-t-pf
1049,263,ow-oip-tpf
1050,263,owip-tpf
1051,263,ow-oip-t-pf
1052,263,owip-t-pf
1053,264,ow-oip-tpf
1054,264,owip-tpf
1055,264,ow-oip-t-pf
1056,264,owip-t-pf
1057,265,ow-oip-tpf
1058,265,owip-tpf
1059,265,ow-oip-t-pf
1060,265,owip-t-pf
1061,266,ow-oip-tpf
1062,266,owip-tpf
1063,266,ow-oip-t-pf
1064,266,owip-t-pf
1065,267,ow-oip-tpf
1066,267,owip-tpf
1067,267,ow-oip-t-pf
