row_id,run_id,test_instance_id,test_instance_mod,warehouse_id,random_seed,method,initialization,timeforsubproblem,partition,lsnsiteration,objective,solve_time,cumul_time,solvetime_init,solvetime_spselection,solvetime_spopt,time_utilization,throughput_utilization,bestthroughput_utilization,total_orders_worked,total_orders_completed,congestion_utilization,max_congestion,pods_used,unique_pods_used,items_picked_per_pod,pod_distance_travelled,order_open_time_per_item,orders_size_1,orders_size_2,orders_size_3,orders_size_4,orders_size_5,orders_size_6,orders_size_7,orders_size_8,orders_size_9,orders_size_10,orders_size_large,,,,,,
57,57,6,,1,21518,Domain-based,(cold start),,1,10,132,1.510999918,31.45500016,0,0.017999887,0.222000122,0.551075269,0.733333333,0.508333333,66,66,0.244877049,1.5,73,52,2.538461538,3124,1.613636364,38,8,9,7,2,1,1,0,0,0,0,0,0,0,0,0,0
57,57,6,,1,21518,Domain-based,(cold start),,1,11,141,1.937999964,33.39300013,0,0.01699996,0.493999958,0.591397849,0.783333333,0.541666667,70,70,0.262363388,1.5,79,56,2.517857143,3452,1.709219858,40,9,9,7,3,1,1,0,0,0,0,0,0,0,0,0,0
57,57,6,,1,21518,Domain-based,(cold start),,1,12,149,1.700999975,35.0940001,0,0.019000053,0.29399991,0.623655914,0.827777778,0.569444444,73,73,0.271038251,1.5,83,60,2.483333333,3620,1.805369128,42,9,9,7,3,2,1,0,0,0,0,0,0,0,0,0,0
57,57,6,,1,21518,Domain-based,(cold start),,1,13,150,1.746000051,36.84000015,0,0.016000032,0.334000111,0.623655914,0.833333333,0.575,74,74,0.269535519,1.5,82,61,2.459016393,3528,1.893333333,43,9,9,7,3,2,1,0,0,0,0,0,0,0,0,0,0
57,57,6,,1,21518,Domain-based,(cold start),,1,14,152,1.153999805,37.99399996,0,0.021999836,0.210999966,0.623655914,0.844444444,0.577777778,76,76,0.265846995,1.5,80,61,2.491803279,3504,1.822368421,45,9,9,7,3,2,1,0,0,0,0,0,0,0,0,0,0
57,57,6,,1,21518,Domain-based,(cold start),,1,15,155,1.80700016,39.80100012,0,0.019999981,0.671999931,0.642473118,0.861111111,0.591666667,78,78,0.275409836,1.5,84,63,2.46031746,3656,1.825806452,46,10,9,7,3,2,1,0,0,0,0,0,0,0,0,0,0
57,57,6,,1,21518,Domain-based,(cold start),,1,16,160,2.313999891,42.11500001,0,0.016000032,1.40199995,0.663978495,0.888888889,0.605555556,81,81,0.279344262,1.5,87,64,2.5,3744,1.8375,48,10,10,7,3,2,1,0,0,0,0,0,0,0,0,0,0
57,57,6,,1,21518,Domain-based,(cold start),,1,17,160,2.275000095,44.3900001,0,0.014999866,1.263000011,0.663978495,0.888888889,0.605555556,81,81,0.279344262,1.5,87,64,2.5,3744,1.8375,48,10,10,7,3,2,1,0,0,0,0,0,0,0,0,0,0
57,57,6,,1,21518,Domain-based,(cold start),,1,18,166,5.959000111,50.34900022,0,0.013999939,5.001999855,0.682795699,0.922222222,0.622222222,79,79,0.284535519,1.5,88,64,2.59375,3724,1.825301205,45,10,10,7,3,2,1,0,1,0,0,0,0,0,0,0,0
57,57,6,,1,21518,Domain-based,(cold start),,1,19,166,5.914999962,56.26400018,0,0.018999815,5.003000021,0.682795699,0.922222222,0.622222222,79,79,0.284535519,1.5,88,64,2.59375,3724,1.825301205,45,10,10,7,3,2,1,0,1,0,0,0,0,0,0,0,0
57,57,6,,1,21518,Domain-based,(cold start),,1,20,171,2.105999947,58.37000012,0,0.016000032,1.046000004,0.688172043,0.95,0.638888889,81,81,0.271215847,1.25,85,62,2.758064516,3580,1.85380117,46,10,10,8,3,2,1,0,1,0,0,0,0,0,0,0,0
57,57,6,,1,21518,Domain-based,(cold start),,1,21,179,2.654999971,61.0250001,0,0.013999939,1.20299983,0.725806452,0.994444444,0.663888889,85,85,0.268879781,1.225,91,67,2.671641791,3880,1.69273743,49,10,10,8,4,2,1,0,1,0,0,0,0,0,0,0,0
57,57,6,,1,21518,Domain-based,(cold start),,1,22,179,2.664999962,63.69000006,0,0.014999866,1.641000032,0.725806452,0.994444444,0.663888889,85,85,0.268879781,1.225,91,67,2.671641791,3880,1.69273743,49,10,10,8,4,2,1,0,1,0,0,0,0,0,0,0,0
57,57,6,,1,21518,Domain-based,(cold start),,1,23,185,1.914999962,65.60500002,0,0.013000011,0.96999979,0.747311828,1.027777778,0.683333333,88,88,0.269781421,1.225,93,70,2.642857143,3960,1.702702703,50,11,11,8,4,2,1,0,1,0,0,0,0,0,0,0,0
57,57,6,,1,21518,Domain-based,(cold start),,1,24,185,1.107000113,66.71200013,0,0.012000084,0.020999908,0.747311828,1.027777778,0.683333333,88,88,0.269781421,1.225,93,70,2.642857143,3960,1.702702703,50,11,11,8,4,2,1,0,1,0,0,0,0,0,0,0,0
57,57,6,,1,21518,Domain-based,(cold start),,1,25,195,6.319999933,73.03200006,0,0.011999846,5.003000021,0.77688172,1.083333333,0.711111111,89,89,0.266912568,1,94,72,2.708333333,4048,1.512820513,50,12,10,8,4,2,1,0,1,0,1,0,0,0,0,0,0
57,57,6,,1,21518,Domain-based,(cold start),,1,26,195,1.7099998,74.74199986,0,0.011999846,0.460000038,0.77688172,1.083333333,0.711111111,89,89,0.266912568,1,94,72,2.708333333,4048,1.512820513,50,12,10,8,4,2,1,0,1,0,1,0,0,0,0,0,0
57,57,6,,1,21518,Domain-based,(cold start),,1,27,195,1.029999971,75.77199984,0,0.015000105,0.021999836,0.77688172,1.083333333,0.711111111,89,89,0.266912568,1,94,72,2.708333333,4048,1.512820513,50,12,10,8,4,2,1,0,1,0,1,0,0,0,0,0,0
57,57,6,,1,21518,Domain-based,(cold start),,1,28,195,1.565999985,77.33799982,0,0.013999939,0.245999813,0.77688172,1.083333333,0.711111111,89,89,0.266912568,1,94,72,2.708333333,4048,1.512820513,50,12,10,8,4,2,1,0,1,0,1,0,0,0,0,0,0
57,57,6,,1,21518,Domain-based,(cold start),,1,29,195,3.980999947,81.31899977,0,0.012999773,2.980000019,0.77688172,1.083333333,0.711111111,89,89,0.266912568,1,94,72,2.708333333,4048,1.512820513,50,12,10,8,4,2,1,0,1,0,1,0,0,0,0,0,0
57,57,6,,1,21518,Domain-based,(cold start),,1,30,196,5.851999998,87.17099977,0,0.014999866,4.9150002,0.784946237,1.088888889,0.713888889,90,90,0.26363388,1,96,72,2.722222222,4108,1.62244898,51,12,10,8,4,2,1,0,1,0,1,0,0,0,0,0,0
