row_id,run_id,test_instance_id,warehouse_id,random_seed,method,partition,lsnsiterations,objective,solve_time,solvetime_init,solvetime_spselection,solvetime_spopt,time_utilization,throughput_utilization,bestthroughput_utilization,total_orders_worked,total_orders_completed,congestion_utilization,max_congestion,pods_used,unique_pods_used,items_picked_per_pod,pod_distance_travelled,order_open_time_per_item,orders_size_1,orders_size_2,orders_size_3,orders_size_4,orders_size_5,orders_size_6,orders_size_7,orders_size_8,orders_size_9,orders_size_10,orders_size_large
941,941,41,26,92704,LTO,1,init,0,0.00549006462097168,0.00549006462097168,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0
941,941,41,26,92704,LTO,1,1,47,120.70183181762695,0,41.74162292480469,5.057248830795288,0.19086021505376344,0.2611111111111111,0.1638888888888889,47,47,0.19064966605950212,4.1000000000000005,24,18,2.611111111111111,1300.0,1.0,47,0,0,0,0,0,0,0,0,0,0
941,941,41,26,92704,LTO,1,2,92,98.593829870224,0,44.867815017700195,5.022040843963623,0.3682795698924731,0.5111111111111111,0.32222222222222224,79,79,0.317698846387371,5.0,45,36,2.5555555555555554,2200.0,1.076086956521739,68,10,0,1,0,0,0,0,0,0,0
941,941,41,26,92704,LTO,1,3,135,85.8390200138092,0,19.979809045791626,6.375037908554077,0.5510752688172043,0.75,0.475,109,109,0.49013357619915005,6.0,70,58,2.3275862068965516,3508.0,1.0740740740740742,88,17,3,1,0,0,0,0,0,0,0
941,941,41,26,92704,LTO,1,4,181,87.13724398612976,0,25.657212018966675,4.258754014968872,0.7446236559139785,1.0055555555555555,0.6361111111111111,132,132,0.5727079538554949,6.0,96,79,2.2911392405063293,4740.0,1.0773480662983426,98,24,6,3,1,0,0,0,0,0,0
941,941,41,26,92704,LTO,1,5,181,87.65033483505249,0,32.384536027908325,0.3284599781036377,0.7446236559139785,1.0055555555555555,0.6361111111111111,132,132,0.5727079538554949,6.0,96,79,2.2911392405063293,4740.0,1.0773480662983426,98,24,6,3,1,0,0,0,0,0,0
941,941,41,26,92704,LTO,1,6,181,77.27850699424744,0,20.65395212173462,0.20583391189575195,0.7446236559139785,1.0055555555555555,0.6361111111111111,132,132,0.5727079538554949,6.0,96,79,2.2911392405063293,4740.0,1.0773480662983426,98,24,6,3,1,0,0,0,0,0,0
941,941,41,26,92704,LTO,1,7,181,83.2544469833374,0,22.113801956176758,0.18291497230529785,0.7446236559139785,1.0055555555555555,0.6361111111111111,132,132,0.5727079538554949,6.0,96,79,2.2911392405063293,4740.0,1.0773480662983426,98,24,6,3,1,0,0,0,0,0,0
941,941,41,26,92704,LTO,1,8,181,76.68545007705688,0,22.227334022521973,0.13965296745300293,0.7446236559139785,1.0055555555555555,0.6361111111111111,132,132,0.5727079538554949,6.0,96,79,2.2911392405063293,4740.0,1.0773480662983426,98,24,6,3,1,0,0,0,0,0,0
941,941,41,26,92704,LTO,1,9,181,77.18163299560547,0,21.513864994049072,0.16042184829711914,0.7446236559139785,1.0055555555555555,0.6361111111111111,132,132,0.5727079538554949,6.0,96,79,2.2911392405063293,4740.0,1.0773480662983426,98,24,6,3,1,0,0,0,0,0,0
