row_id,run_id,test_instance_id,warehouse_id,random_seed,method,partition,lsnsiterations,objective,solve_time,solvetime_init,solvetime_spselection,solvetime_spopt,time_utilization,throughput_utilization,bestthroughput_utilization,total_orders_worked,total_orders_completed,congestion_utilization,max_congestion,pods_used,unique_pods_used,items_picked_per_pod,pod_distance_travelled,order_open_time_per_item,orders_size_1,orders_size_2,orders_size_3,orders_size_4,orders_size_5,orders_size_6,orders_size_7,orders_size_8,orders_size_9,orders_size_10,orders_size_large
940,940,41,26,92704,LTO,1,10,187,82.04744815826416,0,20.40242099761963,0.6413028240203857,0.8118279569892473,1.038888888888889,0.6777777777777778,138,138,0.7108227079538557,4.933333333333333,115,84,2.2261904761904763,5716.0,1.1978609625668448,101,28,6,3,0,0,0,0,0,0,0
940,940,41,26,92704,LTO,1,11,187,83.58772277832031,0,25.330833911895752,0.1551501750946045,0.8118279569892473,1.038888888888889,0.6777777777777778,138,138,0.7108227079538557,4.933333333333333,115,84,2.2261904761904763,5716.0,1.1978609625668448,101,28,6,3,0,0,0,0,0,0,0
940,940,41,26,92704,LTO,1,12,187,85.15545511245728,0,25.75145697593689,0.15364694595336914,0.8118279569892473,1.038888888888889,0.6777777777777778,138,138,0.7108227079538557,4.933333333333333,115,84,2.2261904761904763,5716.0,1.1978609625668448,101,28,6,3,0,0,0,0,0,0,0
940,940,41,26,92704,LTO,1,13,187,86.26922106742859,0,25.52823805809021,0.24811291694641113,0.8118279569892473,1.038888888888889,0.6777777777777778,138,138,0.7108227079538557,4.933333333333333,115,84,2.2261904761904763,5716.0,1.1978609625668448,101,28,6,3,0,0,0,0,0,0,0
940,940,41,26,92704,LTO,1,14,187,87.18359804153442,0,25.916754007339478,0.4380929470062256,0.8118279569892473,1.038888888888889,0.6777777777777778,138,138,0.7108227079538557,4.933333333333333,115,84,2.2261904761904763,5716.0,1.1978609625668448,101,28,6,3,0,0,0,0,0,0,0
940,940,41,26,92704,LTO,1,15,187,81.85890197753906,0,25.64931607246399,0.2247178554534912,0.8118279569892473,1.038888888888889,0.6777777777777778,138,138,0.7108227079538557,4.933333333333333,115,84,2.2261904761904763,5716.0,1.1978609625668448,101,28,6,3,0,0,0,0,0,0,0
940,940,41,26,92704,LTO,1,16,187,86.96205520629883,0,26.15802001953125,0.21703314781188965,0.8118279569892473,1.038888888888889,0.6777777777777778,138,138,0.7108227079538557,4.933333333333333,115,84,2.2261904761904763,5716.0,1.1978609625668448,101,28,6,3,0,0,0,0,0,0,0
940,940,41,26,92704,LTO,1,17,187,84.87536001205444,0,22.477227210998535,0.43694496154785156,0.8118279569892473,1.038888888888889,0.6777777777777778,138,138,0.7108227079538557,4.933333333333333,115,84,2.2261904761904763,5716.0,1.1978609625668448,101,28,6,3,0,0,0,0,0,0,0
940,940,41,26,92704,LTO,1,18,187,85.40435409545898,0,25.871044158935547,0.6213488578796387,0.8118279569892473,1.038888888888889,0.6777777777777778,138,138,0.7108227079538557,4.933333333333333,115,84,2.2261904761904763,5716.0,1.1978609625668448,101,28,6,3,0,0,0,0,0,0,0
940,940,41,26,92704,LTO,1,19,187,81.33574295043945,0,20.52638292312622,0.8462550640106201,0.8118279569892473,1.038888888888889,0.6777777777777778,138,138,0.7108227079538557,4.933333333333333,115,84,2.2261904761904763,5716.0,1.1978609625668448,101,28,6,3,0,0,0,0,0,0,0
940,940,41,26,92704,LTO,1,20,187,83.05071783065796,0,25.552675008773804,0.2284221649169922,0.8118279569892473,1.038888888888889,0.6777777777777778,138,138,0.7108227079538557,4.933333333333333,115,84,2.2261904761904763,5716.0,1.1978609625668448,101,28,6,3,0,0,0,0,0,0,0
940,940,41,26,92704,LTO,1,20.0,187.0,1704.6372692584991,0.0056841373443603516,493.72273540496826,16.083247900009155,0.8118279569892473,1.038888888888889,0.6777777777777778,138.0,138.0,0.7108227079538557,4.933333333333333,115.0,84.0,1.626086956521739,5716.0,1.1978609625668448,101.0,28.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
940,940,41,26,92704,LTO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
940,940,41,26,92704,LTO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
940,940,41,26,92704,LTO,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
940,940,41,26,92704,LTO,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
940,940,41,26,92704,LTO,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
940,940,41,26,92704,LTO,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
940,940,41,26,92704,LTO,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
940,940,41,26,92704,LTO,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
940,940,41,26,92704,LTO,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
940,940,41,26,92704,LTO,global,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
