row_id,run_id,test_instance_id,test_instance_mod,warehouse_id,random_seed,method,initialization,timeforsubproblem,partition,lsnsiteration,objective,solve_time,cumul_time,solvetime_init,solvetime_spselection,solvetime_spopt,time_utilization,throughput_utilization,bestthroughput_utilization,total_orders_worked,total_orders_completed,congestion_utilization,max_congestion,pods_used,unique_pods_used,items_picked_per_pod,pod_distance_travelled,order_open_time_per_item,orders_size_1,orders_size_2,orders_size_3,orders_size_4,orders_size_5,orders_size_6,orders_size_7,orders_size_8,orders_size_9,orders_size_10,orders_size_large
255,255,26,6,3,7933,Learn-then-optimize,(warm start),10,1,16,185,12.53101206,293.3753793,0,11.15370798,0.004633904,0.817204301,1.027777778,0.677777778,87,87,1.013843352,4,119,107,1.554621849,5028,4.654054054,55,16,6,2,2,2,1,0,1,0,2
255,255,26,6,3,7933,Learn-then-optimize,(warm start),10,1,17,185,12.34732199,305.7227013,0,11.176687,0.004209995,0.817204301,1.027777778,0.677777778,87,87,1.013843352,4,119,107,1.554621849,5028,4.654054054,55,16,6,2,2,2,1,0,1,0,2
255,255,26,6,3,7933,Learn-then-optimize,(warm start),10,1,18,185,13.547997,319.2706983,0,11.23223591,0.057342052,0.817204301,1.027777778,0.677777778,87,87,1.013843352,4,119,107,1.554621849,5028,4.654054054,55,16,6,2,2,2,1,0,1,0,2
255,255,26,6,3,7933,Learn-then-optimize,(warm start),10,1,19,185,17.50954795,336.7802463,0,11.22825813,5.044845104,0.817204301,1.027777778,0.677777778,87,87,1.013843352,4,119,107,1.554621849,5028,4.654054054,55,16,6,2,2,2,1,0,1,0,2
255,255,26,6,3,7933,Learn-then-optimize,(warm start),10,1,20,185,17.55359197,354.3338382,0,11.3196969,5.045106888,0.817204301,1.027777778,0.677777778,87,87,1.013843352,4,119,107,1.554621849,5028,4.654054054,55,16,6,2,2,2,1,0,1,0,2
255,255,26,6,3,7933,Learn-then-optimize,(warm start),10,1,21,185,12.71072102,367.0445592,0,11.1614089,0.064539909,0.817204301,1.027777778,0.677777778,87,87,1.013843352,4,119,107,1.554621849,5028,4.654054054,55,16,6,2,2,2,1,0,1,0,2
255,255,26,6,3,7933,Learn-then-optimize,(warm start),10,1,22,185,12.40761495,379.4521742,0,11.138551,0.005055904,0.817204301,1.027777778,0.677777778,87,87,1.013843352,4,119,107,1.554621849,5028,4.654054054,55,16,6,2,2,2,1,0,1,0,2
255,255,26,6,3,7933,Learn-then-optimize,(warm start),10,1,23,185,12.43991804,391.8920922,0,11.16780305,0.004388094,0.817204301,1.027777778,0.677777778,87,87,1.013843352,4,119,107,1.554621849,5028,4.654054054,55,16,6,2,2,2,1,0,1,0,2
255,255,26,6,3,7933,Learn-then-optimize,(warm start),10,1,24,185,12.34775496,404.2398472,0,11.16374707,0.101973057,0.817204301,1.027777778,0.677777778,87,87,1.013843352,4,119,107,1.554621849,5028,4.654054054,55,16,6,2,2,2,1,0,1,0,2
255,255,26,6,3,7933,Learn-then-optimize,(warm start),10,1,25,186,17.36696506,421.6068122,0,11.18510103,5.010746956,0.825268817,1.033333333,0.680555556,87,87,1.010200364,4,121,106,1.537190083,5160,4.720430108,54,17,6,2,2,2,1,0,1,0,2
255,255,26,6,3,7933,Learn-then-optimize,(warm start),10,1,26,186,12.60817695,434.2149892,0,11.31880903,0.00481391,0.825268817,1.033333333,0.680555556,87,87,1.010200364,4,121,106,1.537190083,5160,4.720430108,54,17,6,2,2,2,1,0,1,0,2
255,255,26,6,3,7933,Learn-then-optimize,(warm start),10,1,27,186,12.33123302,446.5462222,0,11.13405991,0.004698038,0.825268817,1.033333333,0.680555556,87,87,1.010200364,4,121,106,1.537190083,5160,4.720430108,54,17,6,2,2,2,1,0,1,0,2
255,255,26,6,3,7933,Learn-then-optimize,(warm start),10,1,28,186,17.39951777,463.94574,0,11.13028502,5.000833988,0.825268817,1.033333333,0.680555556,87,87,1.010200364,4,121,106,1.537190083,5160,4.720430108,54,17,6,2,2,2,1,0,1,0,2
255,255,26,6,3,7933,Learn-then-optimize,(warm start),10,1,29,186,12.74985504,476.695595,0,11.21344495,0.459146976,0.825268817,1.033333333,0.680555556,87,87,1.010200364,4,121,106,1.537190083,5160,4.720430108,54,17,6,2,2,2,1,0,1,0,2
255,255,26,6,3,7933,Learn-then-optimize,(warm start),10,1,30,186,12.62352896,489.319124,0,11.18459082,0.078356981,0.825268817,1.033333333,0.680555556,87,87,1.010200364,4,121,106,1.537190083,5160,4.720430108,54,17,6,2,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,0,139,52.49990892,52.49990892,52.49990892,0,0,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,1,139,13.51020908,66.01011801,0,1.317677975,0.184360981,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,2,139,1.789217949,67.79933596,0,0.229905844,0.108233929,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,3,139,1.513143063,69.31247902,0,0.012778044,0.438784122,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,4,139,2.804879904,72.11735892,0,0.01000905,0.07923913,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,5,139,1.439146042,73.55650496,0,0.008963823,0.088466883,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,6,139,1.276431084,74.83293605,0,0.004312992,0.046593904,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,7,139,1.328511953,76.161448,0,0.004484892,0.047929049,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,8,139,1.367316008,77.52876401,0,0.009083986,0.095581055,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,9,139,1.31909585,78.84785986,0,0.004624844,0.035321951,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,10,139,1.354097128,80.20195699,0,0.005679131,0.083148003,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,11,139,1.548913956,81.75087094,0,0.006973982,0.174818993,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,12,139,1.561473846,83.31234479,0,0.006197929,0.514163017,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,13,139,1.443337917,84.75568271,0,0.012552023,0.414701939,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,14,139,1.556372166,86.31205487,0,0.010145903,0.072861195,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,15,139,1.513585806,87.82564068,0,0.007426977,0.142007828,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,16,139,1.217201948,89.04284263,0,0.012556076,0.130044937,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,17,139,1.2436409,90.28648353,0,0.00957489,0.040829897,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,18,139,2.009349108,92.29583263,0,0.006152153,0.610155821,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,19,139,1.266865969,93.5626986,0,0.010831118,0.203560829,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,20,139,1.477749109,95.04044771,0,0.007536173,0.127378941,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,21,139,1.161753178,96.20220089,0,0.009766102,0.073319912,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,22,139,1.307315111,97.509516,0,0.004405022,0.049455166,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,23,139,1.308492899,98.8180089,0,0.004111052,0.048053026,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,24,139,1.383370161,100.2013791,0,0.006877899,0.384178877,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,25,139,1.326449156,101.5278282,0,0.004365921,0.050473928,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,26,139,1.401041985,102.9288702,0,0.005258083,0.056097984,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,27,139,1.403507948,104.3323781,0,0.013163805,0.358858109,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,28,139,1.534463882,105.866842,0,0.007121086,0.177416086,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,29,139,0.973037004,106.839879,0,0.010859966,0.123956919,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,30,139,1.184607029,108.0244861,0,0.010111094,0.032616854,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,31,139,1.522064924,109.546551,0,0.006144047,0.419734001,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,32,139,1.292344809,110.8388958,0,0.01157999,0.161741018,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,33,139,1.763489962,112.6023858,0,0.007565975,0.148076057,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,34,139,1.204706907,113.8070927,0,0.007702112,0.187644958,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,35,139,1.128858089,114.9359508,0,0.010752201,0.118265867,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,36,139,1.226984024,116.1629348,0,0.007801056,0.058637857,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,37,139,1.197320938,117.3602557,0,0.00583005,0.184635878,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,38,139,1.320561886,118.6808176,0,0.004876852,0.076547146,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,39,139,1.549383879,120.2302015,0,0.006929874,0.143434048,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,40,139,1.611559868,121.8417614,0,0.007198095,0.645217896,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,41,139,1.385303974,123.2270653,0,0.010668039,0.342567205,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,42,139,1.178786993,124.4058523,0,0.007872105,0.035966158,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,43,139,1.178869963,125.5847223,0,0.007796049,0.125892878,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,44,139,1.338176012,126.9228983,0,0.005776167,0.076397896,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,45,139,1.28582406,128.2087224,0,0.005722046,0.083206892,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,46,139,1.243951082,129.4526734,0,0.011948109,0.160459042,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,47,139,1.353380919,130.8060544,0,0.003875971,0.049228191,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,48,139,1.38580513,132.1918595,0,0.005934,0.100213051,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,49,139,1.574278116,133.7661376,0,0.007409096,0.13549614,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
260,260,26,6,3,7933,Randomized,(warm start),10,1,50,139,1.366222143,135.1323597,0,0.004585028,0.060280085,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
258,258,26,6,3,7933,Domain-based,(warm start),10,1,0,139,52.49990892,52.49990892,52.49990892,0,0,0.666666667,0.772222222,0.536111111,75,75,0.909836066,4,109,106,1.275229358,4424,9.949640288,67,0,0,0,2,2,1,0,1,0,2
258,258,26,6,3,7933,Domain-based,(warm start),10,1,1,144,18.30355096,70.80345988,0,2.394773006,0.188642979,0.685483871,0.8,0.555555556,77,77,0.959380692,4,111,105,1.297297297,4520,7.041666667,67,1,1,0,2,2,1,0,1,0,2
258,258,26,6,3,7933,Domain-based,(warm start),10,1,2,150,1.866603851,72.67006373,0,0.09958601,0.172932863,0.704301075,0.833333333,0.572222222,79,79,1.001275046,5,112,101,1.339285714,4608,5.7,67,2,1,1,2,2,1,0,1,0,2
258,258,26,6,3,7933,Domain-based,(warm start),10,1,3,150,1.685693979,74.35575771,0,0.040208101,0.068191051,0.704301075,0.833333333,0.572222222,79,79,1.001275046,5,112,101,1.339285714,4608,5.7,67,2,1,1,2,2,1,0,1,0,2
258,258,26,6,3,7933,Domain-based,(warm start),10,1,4,150,1.576449871,75.93220758,0,0.037953854,0.107630968,0.704301075,0.833333333,0.572222222,79,79,1.001275046,5,112,101,1.339285714,4608,5.7,67,2,1,1,2,2,1,0,1,0,2
258,258,26,6,3,7933,Domain-based,(warm start),10,1,5,150,1.521244049,77.45345163,0,0.038224936,0.103213072,0.704301075,0.833333333,0.572222222,79,79,1.001275046,5,112,101,1.339285714,4608,5.7,67,2,1,1,2,2,1,0,1,0,2
258,258,26,6,3,7933,Domain-based,(warm start),10,1,6,150,1.550544977,79.00399661,0,0.038594007,0.094838142,0.704301075,0.833333333,0.572222222,79,79,1.001275046,5,112,101,1.339285714,4608,5.7,67,2,1,1,2,2,1,0,1,0,2
258,258,26,6,3,7933,Domain-based,(warm start),10,1,7,150,1.263479948,80.26747656,0,0.036939144,0.00552392,0.704301075,0.833333333,0.572222222,79,79,1.001275046,5,112,101,1.339285714,4608,5.7,67,2,1,1,2,2,1,0,1,0,2
258,258,26,6,3,7933,Domain-based,(warm start),10,1,8,150,1.601158142,81.8686347,0,0.042537928,0.116962194,0.704301075,0.833333333,0.572222222,79,79,1.001275046,5,112,101,1.339285714,4608,5.7,67,2,1,1,2,2,1,0,1,0,2
258,258,26,6,3,7933,Domain-based,(warm start),10,1,9,158,1.619588137,83.48822284,0,0.039783001,0.327795029,0.728494624,0.877777778,0.591666667,82,82,1.011870067,5,113,101,1.398230088,4796,4.246835443,67,4,1,2,2,2,1,0,1,0,2
258,258,26,6,3,7933,Domain-based,(warm start),10,1,10,165,1.824960947,85.31318378,0,0.036139011,0.538455963,0.755376344,0.916666667,0.616666667,85,85,1.069247116,5,116,100,1.422413793,5004,2.36969697,67,6,2,2,2,2,1,0,1,0,2
258,258,26,6,3,7933,Domain-based,(warm start),10,1,11,165,1.278388977,86.59157276,0,0.09346199,0.005965948,0.755376344,0.916666667,0.616666667,85,85,1.069247116,5,116,100,1.422413793,5004,2.36969697,67,6,2,2,2,2,1,0,1,0,2
258,258,26,6,3,7933,Domain-based,(warm start),10,1,12,165,1.506157875,88.09773064,0,0.028371096,0.098002911,0.755376344,0.916666667,0.616666667,85,85,1.069247116,5,116,100,1.422413793,5004,2.36969697,67,6,2,2,2,2,1,0,1,0,2
258,258,26,6,3,7933,Domain-based,(warm start),10,1,13,165,1.572700977,89.67043161,0,0.033611059,0.154692888,0.755376344,0.916666667,0.616666667,85,85,1.069247116,5,116,100,1.422413793,5004,2.36969697,67,6,2,2,2,2,1,0,1,0,2
258,258,26,6,3,7933,Domain-based,(warm start),10,1,14,165,1.208395004,90.87882662,0,0.032016993,0.00571394,0.755376344,0.916666667,0.616666667,85,85,1.069247116,5,116,100,1.422413793,5004,2.36969697,67,6,2,2,2,2,1,0,1,0,2
258,258,26,6,3,7933,Domain-based,(warm start),10,1,15,167,2.08998704,92.96881366,0,0.300858974,0.56707716,0.755376344,0.927777778,0.622222222,86,86,1.002762599,5,114,93,1.464912281,4700,2.101796407,67,7,2,2,2,2,1,0,1,0,2
258,258,26,6,3,7933,Domain-based,(warm start),10,1,16,167,1.229469061,94.19828272,0,0.030973911,0.006798983,0.755376344,0.927777778,0.622222222,86,86,1.002762599,5,114,93,1.464912281,4700,2.101796407,67,7,2,2,2,2,1,0,1,0,2
258,258,26,6,3,7933,Domain-based,(warm start),10,1,17,169,3.460578918,97.65886164,0,0.028259039,2.316236973,0.758064516,0.938888889,0.627777778,87,87,0.999635701,5,113,91,1.495575221,4696,2.26035503,67,8,2,2,2,2,1,0,1,0,2
258,258,26,6,3,7933,Domain-based,(warm start),10,1,18,173,1.670363188,99.32922482,0,0.030133009,0.304254055,0.782258065,0.961111111,0.641666667,89,89,1.050637523,5,118,93,1.466101695,4824,2.202312139,67,10,2,2,2,2,1,0,1,0,2
258,258,26,6,3,7933,Domain-based,(warm start),10,1,19,177,1.715049982,101.0442748,0,0.02696085,0.361572027,0.795698925,0.983333333,0.655555556,91,91,1.067030965,5,119,94,1.487394958,4856,2.288135593,67,12,2,2,2,2,1,0,1,0,2
258,258,26,6,3,7933,Domain-based,(warm start),10,1,20,177,1.588026047,102.6323009,0,0.030250072,0.112082958,0.795698925,0.983333333,0.655555556,91,91,1.067030965,5,119,94,1.487394958,4856,2.288135593,67,12,2,2,2,2,1,0,1,0,2
258,258,26,6,3,7933,Domain-based,(warm start),10,1,21,179,1.655370951,104.2876718,0,0.023648977,0.365247965,0.803763441,0.994444444,0.663888889,92,92,1.053916211,5,120,93,1.491666667,5056,2.374301676,67,13,2,2,2,2,1,0,1,0,2
