row_id,run_id,test_instance_id,warehouse_id,random_seed,method,partition,lsnsiterations,objective,solve_time,solvetime_init,solvetime_spselection,solvetime_spopt,time_utilization,throughput_utilization,bestthroughput_utilization,total_orders_worked,total_orders_completed,congestion_utilization,max_congestion,pods_used,unique_pods_used,items_picked_per_pod,pod_distance_travelled,order_open_time_per_item,orders_size_1,orders_size_2,orders_size_3,orders_size_4,orders_size_5,orders_size_6,orders_size_7,orders_size_8,orders_size_9,orders_size_10,orders_size_large
938,938,41,26,92704,LTO,1,init,0,0.0057299137115478516,0.0057299137115478516,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0
938,938,41,26,92704,LTO,1,1,40,113.099200963974,0,30.956748962402344,10.255331039428711,0.1532258064516129,0.2222222222222222,0.1388888888888889,40,40,0.1303885853066181,3.9333333333333336,17,16,2.5,912.0,1.0,40,0,0,0,0,0,0,0,0,0,0
938,938,41,26,92704,LTO,1,2,78,91.20717597007751,0,26.72727084159851,10.05644178390503,0.31451612903225806,0.43333333333333335,0.2722222222222222,72,72,0.27762598664238014,5.0,39,37,2.108108108108108,1896.0,1.064102564102564,66,6,0,0,0,0,0,0,0,0,0
938,938,41,26,92704,LTO,1,3,109,77.75062894821167,0,25.6747829914093,1.2559759616851807,0.4435483870967742,0.6055555555555555,0.38055555555555554,90,90,0.3934426229508198,5.0,56,50,2.18,2728.0,1.0091743119266054,74,14,1,1,0,0,0,0,0,0,0
938,938,41,26,92704,LTO,1,4,146,88.6838788986206,0,25.102325916290283,11.093509912490845,0.5967741935483871,0.8111111111111111,0.5111111111111111,112,112,0.5024286581663632,5.0,76,67,2.1791044776119404,3520.0,1.0205479452054795,85,22,3,2,0,0,0,0,0,0,0
938,938,41,26,92704,LTO,1,5,159,80.28167796134949,0,26.362530946731567,0.1375899314880371,0.6612903225806451,0.8833333333333333,0.5583333333333333,122,122,0.5824984820886461,5.0,87,75,2.12,4028.0,1.0314465408805031,93,23,4,2,0,0,0,0,0,0,0
938,938,41,26,92704,LTO,1,6,186,80.9162130355835,0,24.883160829544067,0.8328988552093506,0.782258064516129,1.0333333333333334,0.6555555555555556,136,136,0.6799787492410443,5.0,105,88,2.1136363636363638,4964.0,1.0698924731182795,99,27,7,3,0,0,0,0,0,0,0
938,938,41,26,92704,LTO,1,7,199,83.5743579864502,0,21.519683837890625,10.433150053024292,0.8387096774193549,1.1055555555555556,0.7027777777777777,142,142,0.7522768670309654,5.0,113,96,2.0729166666666665,5444.0,1.0402010050251256,99,32,8,3,0,0,0,0,0,0,0
938,938,41,26,92704,LTO,1,8,211,75.65943002700806,0,25.081027030944824,0.4754209518432617,0.9005376344086021,1.1722222222222223,0.7472222222222222,148,148,0.7495446265938069,5.0,124,102,2.0686274509803924,6052.0,1.0710900473933649,102,34,8,3,1,0,0,0,0,0,0
938,938,41,26,92704,LTO,1,9,211,78.59856796264648,0,20.94387912750244,0.10835814476013184,0.9005376344086021,1.1722222222222223,0.7472222222222222,148,148,0.7495446265938069,5.0,124,102,2.0686274509803924,6052.0,1.0710900473933649,102,34,8,3,1,0,0,0,0,0,0
938,938,41,26,92704,LTO,1,10,211,76.79850196838379,0,22.267870903015137,0.5271070003509521,0.9005376344086021,1.1722222222222223,0.7472222222222222,148,148,0.7495446265938069,5.0,124,102,2.0686274509803924,6052.0,1.0710900473933649,102,34,8,3,1,0,0,0,0,0,0
938,938,41,26,92704,LTO,1,11,211,80.5652539730072,0,24.75689196586609,0.13919997215270996,0.9005376344086021,1.1722222222222223,0.7472222222222222,148,148,0.7495446265938069,5.0,124,102,2.0686274509803924,6052.0,1.0710900473933649,102,34,8,3,1,0,0,0,0,0,0
938,938,41,26,92704,LTO,1,12,211,84.11690998077393,0,24.54182195663452,0.1017909049987793,0.9005376344086021,1.1722222222222223,0.7472222222222222,148,148,0.7495446265938069,5.0,124,102,2.0686274509803924,6052.0,1.0710900473933649,102,34,8,3,1,0,0,0,0,0,0
938,938,41,26,92704,LTO,1,13,211,88.27072501182556,0,24.741976022720337,10.099407196044922,0.9005376344086021,1.1722222222222223,0.7472222222222222,148,148,0.7495446265938069,5.0,124,102,2.0686274509803924,6052.0,1.0710900473933649,102,34,8,3,1,0,0,0,0,0,0
938,938,41,26,92704,LTO,1,14,211,85.66086792945862,0,24.81727886199951,0.26186609268188477,0.9005376344086021,1.1722222222222223,0.7472222222222222,148,148,0.7495446265938069,5.0,124,102,2.0686274509803924,6052.0,1.0710900473933649,102,34,8,3,1,0,0,0,0,0,0
938,938,41,26,92704,LTO,1,15,211,83.16479516029358,0,25.273767948150635,0.10622000694274902,0.9005376344086021,1.1722222222222223,0.7472222222222222,148,148,0.7495446265938069,5.0,124,102,2.0686274509803924,6052.0,1.0710900473933649,102,34,8,3,1,0,0,0,0,0,0
938,938,41,26,92704,LTO,1,16,211,80.2403039932251,0,25.999267101287842,0.5187430381774902,0.9005376344086021,1.1722222222222223,0.7472222222222222,148,148,0.7495446265938069,5.0,124,102,2.0686274509803924,6052.0,1.0710900473933649,102,34,8,3,1,0,0,0,0,0,0
938,938,41,26,92704,LTO,1,17,211,91.41284894943237,0,24.672529935836792,10.07647705078125,0.9005376344086021,1.1722222222222223,0.7472222222222222,148,148,0.7495446265938069,5.0,124,102,2.0686274509803924,6052.0,1.0710900473933649,102,34,8,3,1,0,0,0,0,0,0
938,938,41,26,92704,LTO,1,18,211,85.54709601402283,0,26.576916933059692,0.5308139324188232,0.9005376344086021,1.1722222222222223,0.7472222222222222,148,148,0.7495446265938069,5.0,124,102,2.0686274509803924,6052.0,1.0710900473933649,102,34,8,3,1,0,0,0,0,0,0
938,938,41,26,92704,LTO,1,19,211,91.02093410491943,0,24.77965211868286,10.281728982925415,0.9005376344086021,1.1722222222222223,0.7472222222222222,148,148,0.7495446265938069,5.0,124,102,2.0686274509803924,6052.0,1.0710900473933649,102,34,8,3,1,0,0,0,0,0,0
938,938,41,26,92704,LTO,1,20,211,90.33329200744629,0,25.936340808868408,10.060883045196533,0.9005376344086021,1.1722222222222223,0.7472222222222222,148,148,0.7495446265938069,5.0,124,102,2.0686274509803924,6052.0,1.0710900473933649,102,34,8,3,1,0,0,0,0,0,0
938,938,41,26,92704,LTO,1,20.0,211.0,1706.9026608467102,0.0057299137115478516,501.6157250404358,87.35291385650635,0.9005376344086021,1.1722222222222223,0.7472222222222222,148.0,148.0,0.7495446265938069,5.0,124.0,102.0,1.7016129032258065,6052.0,1.0710900473933649,102.0,34.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
